"Gene > Proteins > Systematic Name","Gene > Proteins > Standard Name","Gene > Proteins > Protein Domains > Name","Gene > Proteins > Protein Domains > Description","Gene > Proteins > Protein Domains > Start","Gene > Proteins > Protein Domains > End","Gene > Proteins > Protein Domains > Method","Gene > Proteins > Protein Domains > Id"
"YLR336C","Sgd1p","PF02854","MIF4G; MIF4G-like, type 3","336","539","Pfam","1978073"
"YLR336C","Sgd1p","PS51366","MI; Initiation factor eIF-4 gamma, MA3","644","781","PROSITE","1978074"
"YLR336C","Sgd1p","PTHR18034","","32","891","PANTHER","1978075"
"YLR336C","Sgd1p","PTHR18034:SF7","","32","891","PANTHER","1978076"
"YLR336C","Sgd1p","SM00543","MIF4G; MIF4G-like, type 3","335","540","SMART","1978077"
"YLR336C","Sgd1p","SM00544","MA3; Initiation factor eIF-4 gamma, MA3","645","772","SMART","1978078"
"YLR336C","Sgd1p","SSF48371","Armadillo-type fold","328","543","SUPERFAMILY","1978079"
"YLR337C","Vrp1p","PF02205","WH2; WH2 domain","29","53","Pfam","1957766"
"YLR337C","Vrp1p","PF02205","WH2; WH2 domain","85","111","Pfam","1957767"
"YLR337C","Vrp1p","PS51082","WH2; WH2 domain","30","47","PROSITE","1957768"
"YLR337C","Vrp1p","PS51082","WH2; WH2 domain","87","106","PROSITE","1957769"
"YLR337C","Vrp1p","PTHR23202","","418","815","PANTHER","1957770"
"YLR337C","Vrp1p","PTHR23202:SF45","","418","815","PANTHER","1957771"
"YLR337C","Vrp1p","SM00246","WH2; WH2 domain","30","47","SMART","1957772"
"YLR337C","Vrp1p","SM00246","WH2; WH2 domain","87","106","SMART","1957773"
"YLR338W","Opi9p","PS51257","PROKAR_LIPOPROTEIN","1","18","PROSITE","1939202"
"YLR340W","Rpp0p","PF00428","Ribosomal_60s","229","311","Pfam","1940643"
"YLR340W","Rpp0p","PF00466","Ribosomal_L10; Ribosomal protein L10P","5","103","Pfam","1940644"
"YLR340W","Rpp0p","PIRSF039087","L10E; 60S acidic ribosomal protein P0","1","312","PIRSF","1940645"
"YLR340W","Rpp0p","PTHR21141","","5","312","PANTHER","1940646"
"YLR340W","Rpp0p","PTHR21141:SF66","","5","312","PANTHER","1940647"
"YLR340W","Rpp0p","SSF160369","","4","127","SUPERFAMILY","1940648"
"YLR342W","Fks1p","G3DSA:3.90.550.10","Nucleotide-diphospho-sugar transferases","840","1267","GENE3D","1959812"
"YLR342W","Fks1p","PF02364","Glucan_synthase; Glycosyl transferase, family 48","808","1630","Pfam","1959813"
"YLR342W","Fks1p","PF14288","FKS1_dom1; 1,3-beta-glucan synthase subunit FKS1-like, domain-1","301","408","Pfam","1959814"
"YLR342W","Fks1p","PTHR12741","","908","1860","PANTHER","1959815"
"YLR342W","Fks1p","PTHR12741:SF31","","908","1860","PANTHER","1959816"
"YLR342W","Fks1p","SM01205","FKS1_dom1; 1,3-beta-glucan synthase subunit FKS1-like, domain-1","299","411","SMART","1959817"
"YLR343W","Gas2p","G3DSA:3.20.20.80","","27","350","GENE3D","1978080"
"YLR343W","Gas2p","PF03198","Glyco_hydro_72; Glucanosyltransferase","28","343","Pfam","1978081"
"YLR343W","Gas2p","PF07983","X8; X8 domain","405","471","Pfam","1978082"
"YLR343W","Gas2p","PTHR31468","Glucanosyltransferase","3","555","PANTHER","1978083"
"YLR343W","Gas2p","PTHR31468:SF12","","3","555","PANTHER","1978084"
"YLR343W","Gas2p","SM00768","X8; X8 domain","401","491","SMART","1978085"
"YLR343W","Gas2p","SSF51445","Glycoside hydrolase superfamily","56","323","SUPERFAMILY","1978086"
"YLR344W","Rpl26Ap","G3DSA:2.30.30.30","Ribosomal protein L2 domain 2","1","127","GENE3D","1940752"
"YLR344W","Rpl26Ap","PF00467","KOW","53","83","Pfam","1940753"
"YLR344W","Rpl26Ap","PF16906","Ribosomal_L26; Ribosomal protein L26/L24, eukaryotic/archaeal","9","122","Pfam","1940754"
"YLR344W","Rpl26Ap","PS01108","RIBOSOMAL_L24; Ribosomal protein L24/L26, conserved site","53","70","PROSITE","1940755"
"YLR344W","Rpl26Ap","PTHR11143","Ribosomal protein L26/L24, eukaryotic/archaeal","3","123","PANTHER","1940756"
"YLR344W","Rpl26Ap","PTHR11143:SF12","","3","123","PANTHER","1940757"
"YLR344W","Rpl26Ap","SSF50104","Translation protein SH3-like domain","9","124","SUPERFAMILY","1940758"
"YLR344W","Rpl26Ap","TIGR01080","rplX_A_E; Ribosomal protein L26/L24, eukaryotic/archaeal","9","123","TIGRFAM","1940759"
"YLR345W","Ylr345Wp","G3DSA:3.40.50.1240","Histidine phosphatase superfamily","288","505","GENE3D","1978087"
"YLR345W","Ylr345Wp","G3DSA:3.40.50.300","","82","285","GENE3D","1978088"
"YLR345W","Ylr345Wp","PF00300","His_Phos_1; Histidine phosphatase superfamily, clade-1","362","504","Pfam","1978089"
"YLR345W","Ylr345Wp","PF01591","6PF2K; 6-phosphofructo-2-kinase","73","290","Pfam","1978090"
"YLR345W","Ylr345Wp","PIRSF000709","6PFK_2-Ptase","5","509","PIRSF","1978091"
"YLR345W","Ylr345Wp","PR00991","6PFRUCTKNASE; Fructose-2,6-bisphosphatase","169","183","PRINTS","1978092"
"YLR345W","Ylr345Wp","PR00991","6PFRUCTKNASE; Fructose-2,6-bisphosphatase","195","209","PRINTS","1978093"
"YLR345W","Ylr345Wp","PR00991","6PFRUCTKNASE; Fructose-2,6-bisphosphatase","220","234","PRINTS","1978094"
"YLR345W","Ylr345Wp","PR00991","6PFRUCTKNASE; Fructose-2,6-bisphosphatase","272","293","PRINTS","1978095"
"YLR345W","Ylr345Wp","PR00991","6PFRUCTKNASE; Fructose-2,6-bisphosphatase","396","412","PRINTS","1978096"
"YLR345W","Ylr345Wp","PTHR10606","Fructose-2,6-bisphosphatase","60","506","PANTHER","1978097"
"YLR345W","Ylr345Wp","PTHR10606:SF55","","60","506","PANTHER","1978098"
"YLR345W","Ylr345Wp","SM00855","PGAM; Histidine phosphatase superfamily, clade-1","293","466","SMART","1978099"
"YLR345W","Ylr345Wp","SSF52540","P-loop containing nucleoside triphosphate hydrolase","84","290","SUPERFAMILY","1978100"
"YLR345W","Ylr345Wp","SSF53254","Histidine phosphatase superfamily","294","505","SUPERFAMILY","1978101"
"YLR347C","Kap95p","G3DSA:1.25.10.10","Armadillo-like helical","132","860","GENE3D","1978102"
"YLR347C","Kap95p","PF03810","IBN_N; Importin-beta, N-terminal domain","26","106","Pfam","1978103"
"YLR347C","Kap95p","PF13513","HEAT_EZ","383","438","Pfam","1978104"
"YLR347C","Kap95p","PS50077","HEAT_REPEAT; HEAT, type 2","412","450","PROSITE","1978105"
"YLR347C","Kap95p","PS50166","IMPORTIN_B_NT; Importin-beta, N-terminal domain","25","106","PROSITE","1978106"
"YLR347C","Kap95p","PTHR10527","","5","859","PANTHER","1978107"
"YLR347C","Kap95p","PTHR10527:SF32","","5","859","PANTHER","1978108"
"YLR347C","Kap95p","SM00185","ARM; Armadillo","400","440","SMART","1978109"
"YLR347C","Kap95p","SM00185","ARM; Armadillo","448","482","SMART","1978110"
"YLR347C","Kap95p","SM00913","IBN_N; Importin-beta, N-terminal domain","25","106","SMART","1978111"
"YLR347C","Kap95p","SSF48371","Armadillo-type fold","1","858","SUPERFAMILY","1978112"
"YLR348C","Dic1p","G3DSA:1.50.40.10","Mitochondrial carrier domain","10","289","GENE3D","1978113"
"YLR348C","Dic1p","PF00153","Mito_carr; Mitochondrial substrate/solute carrier","19","95","Pfam","1978114"
"YLR348C","Dic1p","PF00153","Mito_carr; Mitochondrial substrate/solute carrier","108","198","Pfam","1978115"
"YLR348C","Dic1p","PF00153","Mito_carr; Mitochondrial substrate/solute carrier","206","289","Pfam","1978116"
"YLR348C","Dic1p","PS50920","SOLCAR; Mitochondrial substrate/solute carrier","11","95","PROSITE","1978117"
"YLR348C","Dic1p","PS50920","SOLCAR; Mitochondrial substrate/solute carrier","103","195","PROSITE","1978118"
"YLR348C","Dic1p","PS50920","SOLCAR; Mitochondrial substrate/solute carrier","205","289","PROSITE","1978119"
"YLR348C","Dic1p","PTHR24089","","21","289","PANTHER","1978120"
"YLR348C","Dic1p","PTHR24089:SF592","","21","289","PANTHER","1978121"
"YLR348C","Dic1p","SSF103506","Mitochondrial carrier domain","13","286","SUPERFAMILY","1978122"
"YLR350W","Orm2p","PF04061","ORMDL; ORMDL family","69","203","Pfam","1978123"
"YLR350W","Orm2p","PIRSF018147","ORMDL; ORMDL family","3","216","PIRSF","1978124"
"YLR350W","Orm2p","PTHR12665","ORMDL family","19","207","PANTHER","1978125"
"YLR350W","Orm2p","PTHR12665:SF17","","19","207","PANTHER","1978126"
"YLR351C","Nit3p","G3DSA:3.60.110.10","Carbon-nitrogen hydrolase","8","290","GENE3D","1969355"
"YLR351C","Nit3p","PF00795","CN_hydrolase; Carbon-nitrogen hydrolase","12","272","Pfam","1969356"
"YLR351C","Nit3p","PS01227","UPF0012; Uncharacterised protein family UPF0012, conserved site","165","185","PROSITE","1969357"
"YLR351C","Nit3p","PS50263","CN_HYDROLASE; Carbon-nitrogen hydrolase","11","286","PROSITE","1969358"
"YLR351C","Nit3p","PTHR23088","","9","287","PANTHER","1969359"
"YLR351C","Nit3p","PTHR23088:SF42","","9","287","PANTHER","1969360"
"YLR351C","Nit3p","SSF56317","Carbon-nitrogen hydrolase","8","281","SUPERFAMILY","1969361"
"YLR352W","Ylr352Wp","G3DSA:3.80.10.10","Leucine-rich repeat domain, L domain-like","9","459","GENE3D","1978608"
"YLR352W","Ylr352Wp","SSF52047","","205","448","SUPERFAMILY","1978609"
"YLR354C","Tal1p","G3DSA:3.20.20.70","Aldolase-type TIM barrel","13","333","GENE3D","1945594"
"YLR354C","Tal1p","MF_00492","Transaldolase_1; Transaldolase type 1","13","333","HAMAP","1945595"
"YLR354C","Tal1p","PF00923","TAL_FSA; Transaldolase/Fructose-6-phosphate aldolase","26","327","Pfam","1945596"
"YLR354C","Tal1p","PS00958","TRANSALDOLASE_2; Transaldolase, active site","141","158","PROSITE","1945597"
"YLR354C","Tal1p","PS01054","TRANSALDOLASE_1; Transaldolase, active site","43","51","PROSITE","1945598"
"YLR354C","Tal1p","PTHR10683","Transaldolase/Fructose-6-phosphate aldolase","13","332","PANTHER","1945599"
"YLR354C","Tal1p","PTHR10683:SF22","Transaldolase type 1","13","332","PANTHER","1945600"
"YLR354C","Tal1p","SSF51569","","13","333","SUPERFAMILY","1945601"
"YLR354C","Tal1p","TIGR00874","talAB; Transaldolase type 1","14","333","TIGRFAM","1945602"
"YLR355C","Ilv5p","G3DSA:1.10.1040.10","6-phosphogluconate dehydrogenase, domain 2","243","270","GENE3D","1940942"
"YLR355C","Ilv5p","G3DSA:1.10.1040.10","6-phosphogluconate dehydrogenase, domain 2","271","335","GENE3D","1940943"
"YLR355C","Ilv5p","G3DSA:1.10.1040.10","6-phosphogluconate dehydrogenase, domain 2","336","395","GENE3D","1940944"
"YLR355C","Ilv5p","G3DSA:3.40.50.720","","98","242","GENE3D","1940945"
"YLR355C","Ilv5p","PF01450","IlvC; Acetohydroxy acid isomeroreductase C-terminal","248","392","Pfam","1940946"
"YLR355C","Ilv5p","PF07991","IlvN; Acetohydroxy acid isomeroreductase, NADPH-binding domain","75","240","Pfam","1940947"
"YLR355C","Ilv5p","PIRSF000119","Ilv5_fungal; Ketol-acid reductoisomerase, fungi","1","395","PIRSF","1940948"
"YLR355C","Ilv5p","PTHR21371","Ketol-acid reductoisomerase","10","395","PANTHER","1940949"
"YLR355C","Ilv5p","PTHR21371:SF13","","10","395","PANTHER","1940950"
"YLR355C","Ilv5p","SSF48179","6-phosphogluconate dehydrogenase C-terminal domain-like","248","394","SUPERFAMILY","1940951"
"YLR355C","Ilv5p","SSF51735","NAD(P)-binding domain","46","245","SUPERFAMILY","1940952"
"YLR355C","Ilv5p","TIGR00465","ilvC; Ketol-acid reductoisomerase","75","394","TIGRFAM","1940953"
"YLR356W","Atg33p","PD036110","","5","117","ProDom","1978610"
"YLR356W","Atg33p","PTHR37278","","1","196","PANTHER","1978611"
"YLR356W","Atg33p","PTHR37278:SF2","","1","196","PANTHER","1978612"
"YLR357W","Rsc2p","G3DSA:1.20.920.10","Bromodomain","10","205","GENE3D","1978613"
"YLR357W","Rsc2p","G3DSA:1.20.920.10","Bromodomain","276","722","GENE3D","1978614"
"YLR357W","Rsc2p","PF00439","Bromodomain","39","106","Pfam","1978615"
"YLR357W","Rsc2p","PF00439","Bromodomain","299","361","Pfam","1978616"
"YLR357W","Rsc2p","PF01426","BAH; Bromo adjacent homology (BAH) domain","409","525","Pfam","1978617"
"YLR357W","Rsc2p","PR00503","Bromodomain","52","68","PRINTS","1978618"
"YLR357W","Rsc2p","PR00503","Bromodomain","328","346","PRINTS","1978619"
"YLR357W","Rsc2p","PS00633","BROMODOMAIN_1; Bromodomain, conserved site","40","95","PROSITE","1978620"
"YLR357W","Rsc2p","PS50014","BROMODOMAIN_2; Bromodomain","35","103","PROSITE","1978621"
"YLR357W","Rsc2p","PS50014","BROMODOMAIN_2; Bromodomain","295","365","PROSITE","1978622"
"YLR357W","Rsc2p","PS51038","BAH; Bromo adjacent homology (BAH) domain","408","526","PROSITE","1978623"
"YLR357W","Rsc2p","PTHR16062","","6","826","PANTHER","1978624"
"YLR357W","Rsc2p","PTHR16062:SF18","","6","826","PANTHER","1978625"
"YLR357W","Rsc2p","SM00297","BROMO; Bromodomain","14","122","SMART","1978626"
"YLR357W","Rsc2p","SM00297","BROMO; Bromodomain","274","384","SMART","1978627"
"YLR357W","Rsc2p","SM00439","BAH; Bromo adjacent homology (BAH) domain","408","526","SMART","1978628"
"YLR357W","Rsc2p","SSF47370","Bromodomain","14","117","SUPERFAMILY","1978629"
"YLR357W","Rsc2p","SSF47370","Bromodomain","261","390","SUPERFAMILY","1978630"
"YLR359W","Ade13p","G3DSA:1.10.275.10","Fumarase/histidase, N-terminal","5","106","GENE3D","1977740"
"YLR359W","Ade13p","G3DSA:1.20.200.10","","107","478","GENE3D","1977741"
"YLR359W","Ade13p","PF00206","Lyase_1; Fumarate lyase, N-terminal","37","305","Pfam","1977742"
"YLR359W","Ade13p","PF10397","ADSL_C; Adenylosuccinate lyase C-terminal","375","457","Pfam","1977743"
"YLR359W","Ade13p","PR00149","FUMRATELYASE; Fumarate lyase family","148","166","PRINTS","1977744"
"YLR359W","Ade13p","PR00149","FUMRATELYASE; Fumarate lyase family","242","269","PRINTS","1977745"
"YLR359W","Ade13p","PR00149","FUMRATELYASE; Fumarate lyase family","285","301","PRINTS","1977746"
"YLR359W","Ade13p","PS00163","FUMARATE_LYASES; Fumarate lyase, conserved site","285","294","PROSITE","1977747"
"YLR359W","Ade13p","PTHR43172","","4","478","PANTHER","1977748"
"YLR359W","Ade13p","PTHR43172:SF1","","4","478","PANTHER","1977749"
"YLR359W","Ade13p","SM00998","ADSL_C; Adenylosuccinate lyase C-terminal","374","458","SMART","1977750"
"YLR359W","Ade13p","SSF48557","L-Aspartase-like","9","459","SUPERFAMILY","1977751"
"YLR359W","Ade13p","TIGR00928","purB; Adenylosuccinate lyase","11","458","TIGRFAM","1977752"
"YLR360W","Vps38p","PTHR15157","","7","430","PANTHER","1977753"
"YLR360W","Vps38p","PTHR15157:SF19","","7","430","PANTHER","1977754"
"YLR361C","Dcr2p","G3DSA:3.60.21.10","Metallo-dependent phosphatase-like","243","556","GENE3D","1977755"
"YLR361C","Dcr2p","PF00149","Metallophos; Calcineurin-like phosphoesterase domain, ApaH type","248","501","Pfam","1977756"
"YLR361C","Dcr2p","PTHR32440","","28","575","PANTHER","1977757"
"YLR361C","Dcr2p","PTHR32440:SF18","","28","575","PANTHER","1977758"
"YLR361C","Dcr2p","SSF56300","Metallo-dependent phosphatase-like","245","558","SUPERFAMILY","1977759"
"YLR362W","Ste11p","G3DSA:1.10.150.50","","23","89","GENE3D","1948663"
"YLR362W","Ste11p","G3DSA:1.10.510.10","","551","716","GENE3D","1948664"
"YLR362W","Ste11p","G3DSA:3.10.20.90","","120","236","GENE3D","1948665"
"YLR362W","Ste11p","G3DSA:3.30.200.20","","350","550","GENE3D","1948666"
"YLR362W","Ste11p","PF00069","Pkinase; Protein kinase domain","493","712","Pfam","1948667"
"YLR362W","Ste11p","PF07647","SAM_2; Sterile alpha motif domain","19","81","Pfam","1948668"
"YLR362W","Ste11p","PF14847","Ras_bdg_2; Ras-binding domain of Byr2","120","227","Pfam","1948669"
"YLR362W","Ste11p","PS00107","PROTEIN_KINASE_ATP; Protein kinase, ATP binding site","421","444","PROSITE","1948670"
"YLR362W","Ste11p","PS00108","PROTEIN_KINASE_ST; Serine/threonine-protein kinase, active site","575","587","PROSITE","1948671"
"YLR362W","Ste11p","PS50011","PROTEIN_KINASE_DOM; Protein kinase domain","415","712","PROSITE","1948672"
"YLR362W","Ste11p","PS50105","SAM_DOMAIN; Sterile alpha motif domain","25","84","PROSITE","1948673"
"YLR362W","Ste11p","PTHR24361","","2","715","PANTHER","1948674"
"YLR362W","Ste11p","PTHR24361:SF493","","2","715","PANTHER","1948675"
"YLR362W","Ste11p","SM00220","S_TKc; Protein kinase domain","415","712","SMART","1948676"
"YLR362W","Ste11p","SM00454","SAM; Sterile alpha motif domain","17","84","SMART","1948677"
"YLR362W","Ste11p","SM01304","Ras_bdg_2; Ras-binding domain of Byr2","120","229","SMART","1948678"
"YLR362W","Ste11p","SSF47769","Sterile alpha motif/pointed domain","20","82","SUPERFAMILY","1948679"
"YLR362W","Ste11p","SSF56112","Protein kinase-like domain","413","452","SUPERFAMILY","1948680"
"YLR362W","Ste11p","SSF56112","Protein kinase-like domain","496","712","SUPERFAMILY","1948681"
"YLR363C","Nmd4p","G3DSA:3.40.50.1010","PIN domain-like","1","168","GENE3D","1981782"
"YLR363C","Nmd4p","PD112888","","1","218","ProDom","1981783"
"YLR363C","Nmd4p","SM00670","PINc; PIN domain","4","144","SMART","1981784"
"YLR363W-A","Ylr363W-Ap","PF09495","DUF2462; Uncharacterised protein family UPF0390","1","75","Pfam","1984167"
"YLR364W","Grx8p","G3DSA:3.40.30.10","","1","109","GENE3D","1977760"
"YLR364W","Grx8p","PF00462","Glutaredoxin","20","83","Pfam","1977761"
"YLR364W","Grx8p","PS51354","GLUTAREDOXIN_2; Glutaredoxin","5","109","PROSITE","1977762"
"YLR364W","Grx8p","PTHR10168","","4","103","PANTHER","1977763"
"YLR364W","Grx8p","PTHR10168:SF158","","4","103","PANTHER","1977764"
"YLR364W","Grx8p","SSF52833","Thioredoxin-like fold","6","107","SUPERFAMILY","1977765"
"YLR367W","Rps22Bp","G3DSA:3.30.1370.30","","1","69","GENE3D","1984257"
"YLR367W","Rps22Bp","G3DSA:3.30.1490.10","","70","128","GENE3D","1984258"
"YLR367W","Rps22Bp","MF_01302_A","Ribosomal_S8_A; Ribosomal protein S8","2","130","HAMAP","1984259"
"YLR367W","Rps22Bp","PF00410","Ribosomal_S8; Ribosomal protein S8","7","130","Pfam","1984260"
"YLR367W","Rps22Bp","PS00053","RIBOSOMAL_S8; Ribosomal protein S8","100","117","PROSITE","1984261"
"YLR367W","Rps22Bp","PTHR11758","Ribosomal protein S8","1","130","PANTHER","1984262"
"YLR367W","Rps22Bp","PTHR11758:SF21","","1","130","PANTHER","1984263"
"YLR367W","Rps22Bp","SSF56047","Ribosomal protein S8","4","130","SUPERFAMILY","1984264"
"YLR368W","Mdm30p","G3DSA:1.20.1280.50","","15","119","GENE3D","1977766"
"YLR368W","Mdm30p","PF00646","F-box; F-box domain","14","60","Pfam","1977767"
"YLR368W","Mdm30p","PS50181","FBOX; F-box domain","13","59","PROSITE","1977768"
"YLR368W","Mdm30p","SM00256","FBOX; F-box domain","19","59","SMART","1977769"
"YLR368W","Mdm30p","SSF81383","F-box domain","12","97","SUPERFAMILY","1977770"
"YLR369W","Ssq1p","G3DSA:1.20.1270.10","Heat shock protein 70kD, C-terminal domain","552","657","GENE3D","1977771"
"YLR369W","Ssq1p","G3DSA:2.60.34.10","Heat shock protein 70kD, peptide-binding domain","421","551","GENE3D","1977772"
"YLR369W","Ssq1p","G3DSA:3.30.420.40","","27","237","GENE3D","1977773"
"YLR369W","Ssq1p","G3DSA:3.30.420.40","","238","402","GENE3D","1977774"
"YLR369W","Ssq1p","PF00012","HSP70; Heat shock protein 70 family","30","644","Pfam","1977775"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","29","42","PRINTS","1977776"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","61","73","PRINTS","1977777"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","92","100","PRINTS","1977778"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","178","198","PRINTS","1977779"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","238","248","PRINTS","1977780"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","370","386","PRINTS","1977781"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","401","421","PRINTS","1977782"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","424","443","PRINTS","1977783"
"YLR369W","Ssq1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","505","521","PRINTS","1977784"
"YLR369W","Ssq1p","PS00297","HSP70_1; Heat shock protein 70, conserved site","33","40","PROSITE","1977785"
"YLR369W","Ssq1p","PS00329","HSP70_2; Heat shock protein 70, conserved site","232","245","PROSITE","1977786"
"YLR369W","Ssq1p","PS01036","HSP70_3; Heat shock protein 70, conserved site","373","387","PROSITE","1977787"
"YLR369W","Ssq1p","PTHR19375","","12","654","PANTHER","1977788"
"YLR369W","Ssq1p","PTHR19375:SF250","","12","654","PANTHER","1977789"
"YLR369W","Ssq1p","SSF100920","Heat shock protein 70kD, peptide-binding domain","420","571","SUPERFAMILY","1977790"
"YLR369W","Ssq1p","SSF100934","Heat shock protein 70kD, C-terminal domain","543","635","SUPERFAMILY","1977791"
"YLR369W","Ssq1p","SSF53067","","28","222","SUPERFAMILY","1977792"
"YLR369W","Ssq1p","SSF53067","","227","418","SUPERFAMILY","1977793"
"YLR370C","Arc18p","G3DSA:1.10.1760.10","Actin-related protein 2/3 complex subunit 3","1","178","GENE3D","1977794"
"YLR370C","Arc18p","PF04062","P21-Arc; Actin-related protein 2/3 complex subunit 3","1","178","Pfam","1977795"
"YLR370C","Arc18p","PIRSF016315","ARP2/3_P21-Arc; Actin-related protein 2/3 complex subunit 3","1","178","PIRSF","1977796"
"YLR370C","Arc18p","PTHR12391","Actin-related protein 2/3 complex subunit 3","1","178","PANTHER","1977797"
"YLR370C","Arc18p","PTHR12391:SF1","","1","178","PANTHER","1977798"
"YLR370C","Arc18p","SSF69060","Actin-related protein 2/3 complex subunit 3","2","178","SUPERFAMILY","1977799"
"YLR371W","Rom2p","G3DSA:1.10.10.10","Winged helix-turn-helix DNA-binding domain","410","664","GENE3D","1969749"
"YLR371W","Rom2p","G3DSA:1.20.900.10","","665","865","GENE3D","1969750"
"YLR371W","Rom2p","G3DSA:2.30.29.30","PH domain-like","866","1018","GENE3D","1969751"
"YLR371W","Rom2p","PF00610","DEP; DEP domain","432","501","Pfam","1969752"
"YLR371W","Rom2p","PF00621","RhoGEF; Dbl homology (DH) domain","664","844","Pfam","1969753"
"YLR371W","Rom2p","PF00780","CNH; Citron homology (CNH) domain","1041","1332","Pfam","1969754"
"YLR371W","Rom2p","PF15405","PH_5","881","1011","Pfam","1969755"
"YLR371W","Rom2p","PS50010","DH_2; Dbl homology (DH) domain","659","846","PROSITE","1969756"
"YLR371W","Rom2p","PS50219","CNH; Citron homology (CNH) domain","1034","1336","PROSITE","1969757"
"YLR371W","Rom2p","PTHR12673","","1","1351","PANTHER","1969758"
"YLR371W","Rom2p","PTHR12673:SF197","","1","1351","PANTHER","1969759"
"YLR371W","Rom2p","SM00036","CNH; Citron homology (CNH) domain","1033","1342","SMART","1969760"
"YLR371W","Rom2p","SM00049","DEP; DEP domain","428","503","SMART","1969761"
"YLR371W","Rom2p","SM00325","RhoGEF; Dbl homology (DH) domain","663","845","SMART","1969762"
"YLR371W","Rom2p","SSF46785","Winged helix-turn-helix DNA-binding domain","428","506","SUPERFAMILY","1969763"
"YLR371W","Rom2p","SSF48065","Dbl homology (DH) domain","639","867","SUPERFAMILY","1969764"
"YLR372W","Elo3p","PF01151","ELO; ELO family","72","313","Pfam","1964404"
"YLR372W","Elo3p","PS01188","ELO; ELO family, conserved site","181","189","PROSITE","1964405"
"YLR372W","Elo3p","PTHR11157","ELO family","13","344","PANTHER","1964406"
"YLR372W","Elo3p","PTHR11157:SF68","","13","344","PANTHER","1964407"
"YLR373C","Vid22p","PS50808","ZF_BED; Zinc finger, BED-type","66","122","PROSITE","1977800"
"YLR373C","Vid22p","SSF53098","Ribonuclease H-like domain","276","399","SUPERFAMILY","1977801"
"YLR373C","Vid22p","SSF53098","Ribonuclease H-like domain","430","682","SUPERFAMILY","1977802"
"YLR375W","Stp3p","G3DSA:3.30.40.10","Zinc finger, RING/FYVE/PHD-type","129","176","GENE3D","1977803"
"YLR375W","Stp3p","G3DSA:3.30.40.10","Zinc finger, RING/FYVE/PHD-type","177","253","GENE3D","1977804"
"YLR375W","Stp3p","PS00028","ZINC_FINGER_C2H2_1; Zinc finger C2H2-type","171","191","PROSITE","1977805"
"YLR375W","Stp3p","PS50157","ZINC_FINGER_C2H2_2; Zinc finger C2H2-type","169","196","PROSITE","1977806"
"YLR375W","Stp3p","SM00355","ZnF_C2H2; Zinc finger C2H2-type","142","161","SMART","1977807"
"YLR375W","Stp3p","SM00355","ZnF_C2H2; Zinc finger C2H2-type","169","191","SMART","1977808"
"YLR375W","Stp3p","SSF57667","Zinc finger C2H2-type","153","193","SUPERFAMILY","1977809"
"YLR376C","Psy3p","PF16836","PSY3; Shu complex, component Psy3","7","227","Pfam","1982816"
"YLR377C","Fbp1p","G3DSA:3.30.540.10","","20","209","GENE3D","1942555"
"YLR377C","Fbp1p","G3DSA:3.40.190.80","","210","347","GENE3D","1942556"
"YLR377C","Fbp1p","MF_01855","FBPase_class1; Fructose-1,6-bisphosphatase class 1","21","346","HAMAP","1942557"
"YLR377C","Fbp1p","PF00316","FBPase; Fructose-1-6-bisphosphatase class I, N-terminal","21","208","Pfam","1942558"
"YLR377C","Fbp1p","PIRSF000904","FBPtase_SBPase; Fructose-1,6-bisphosphatase class 1","17","348","PIRSF","1942559"
"YLR377C","Fbp1p","PIRSF500210","FBPtase; Fructose-1,6-bisphosphatase","17","348","PIRSF","1942560"
"YLR377C","Fbp1p","PR00115","F16BPHPHTASE; Fructose-1,6-bisphosphatase","46","73","PRINTS","1942561"
"YLR377C","Fbp1p","PR00115","F16BPHPHTASE; Fructose-1,6-bisphosphatase","83","109","PRINTS","1942562"
"YLR377C","Fbp1p","PR00115","F16BPHPHTASE; Fructose-1,6-bisphosphatase","162","185","PRINTS","1942563"
"YLR377C","Fbp1p","PR00115","F16BPHPHTASE; Fructose-1,6-bisphosphatase","193","216","PRINTS","1942564"
"YLR377C","Fbp1p","PR00115","F16BPHPHTASE; Fructose-1,6-bisphosphatase","219","246","PRINTS","1942565"
"YLR377C","Fbp1p","PR00115","F16BPHPHTASE; Fructose-1,6-bisphosphatase","320","345","PRINTS","1942566"
"YLR377C","Fbp1p","PS00124","FBPASE; Fructose-1,6-bisphosphatase, active site","285","297","PROSITE","1942567"
"YLR377C","Fbp1p","PTHR11556","Fructose-1,6-bisphosphatase class 1","16","345","PANTHER","1942568"
"YLR377C","Fbp1p","PTHR11556:SF19","","16","345","PANTHER","1942569"
